"","na_count","Year","AHA.ID","Medicare.Provider.ID","Address.1..physical.","City.Name..physical.","State..physical.","Zip.code..physical.","Telephone.number","Bed.size.code","Primary.Service","Member.of.Council.of.Teaching.Hospital.of.the.Association.of.American.Medical.Colleges..COTH.","Catholic.Church.Operated","Critical.Access.Hospital","Rural.Referral.Center","Sole.Community.Provider","Network.member","Network.name","Network.city","Network.state","Accountable.Care.Organization.Established","ACO.Medicare.Population","System.ID","System.Name","System.Address","System.City","System.State","System.Zip","CMO.Full.Name","CMO.Title","CNO.Full.Name","CNO.Title","Average.daily.census","Licensed.Beds","Licensed.beds..long.term.unit.","Medical.Home","MEDHSE","Hospital.established.a.clinically.integrated.network","Physical.Rehabilitation.care","REHABSYS","Skilled.nursing.care","SNSYS","Intermediate.nursing.care","ICFSYS","Other.long.term.care","OTHLTSYS","Adult.day.care.program","ADULTSYS","Alzheimer.Center.","ALZSYS","Assisted.living.services.","ASSTLSYS","Case.Management","CMNGTSYS","Geriatric.services","GERSVSYS","Home.health.services","HOMEHSYS","Hospice.Program","HOSPCSYS","Pain.Management.Program","PAINSYS","Palliative.Care.Program","PALSYS","Psychiatric.geriatric.services","PSYGRSYS","Retirement.housing","RETIRSYS","Social.work.services","SOCWKSYS","Transportation.to.health.services","TPORTSYS","Wound.Management.Services...hospital","WMGTSYS","Total.Facility.Medicare.Discharges","Total.Facility.Medicare.days","Hospital.unit.Medicare.discharges","Hospital.Unit.Medicare.Days","Nursing.Home.Medicare.Discharges","Nursing.Home.Medicare.Days","Nursing.Home.Medicaid.Discharges","Nursing.Home.Medicaid.Days","Registered.nurses..FTEC.","Licensed.practical.or.vocational.nurses..FTEC.","Number.of.new.RN.graduates.hired","Beginning.of.reporting.period","End.of.reporting.period","Response.code","Hospital.Unit.Medicare.Inpatient.Days..est..","Hospital.Unit.Medicare.Inpatient.Discharges..est..","Medicare.Inpatient.Days..est..","Medicare.Inpatient.Discharges...est..","Nursing.Home.Unit.Medicaid.Inpatient.Days..est..","Nursing.Home.Unit.Medicaid.Inpatient.Discharges..est..","Nursing.Home.Unit.Medicare.Inpatient.Days..est..","Nursing.Home.Unit.Medicare.Inpatient.Discharges..est..","Licensed.Practical.Nurses.FT..est..","Part.Time.Licensed.Practical.or.Vocational.Nurses..est..","Part.Time.Registered.Nurses..est..","Registered.Nurses.FT..est.."
"29",76,"Current",6930444,"050625","8700 Beverly Boulevard","Los Angeles","CA","90048-1865","3104235000","500 or more beds","General medical and surgical","Y","N","N","N","N","N",NA,NA,NA,"Y","Y","5990984","Cedars-Sinai Health System","8700 Beverly Boulevard","West Hollywood","CA","90048-1865","Dr. Michael L Langberg, MD","Senior Vice President Medical Affairs and Chief Medical Officer","Dr. Linda Burnes Bolton, DrPH, RN, FAAN","Vice President and Chief Nurse Executive",714,886,NA,"N",1,"N","N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,22536,132492,NA,NA,NA,NA,NA,NA,2961,114,127,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"30",20,"Current",6120180,"300019","580 Court Street","Keene","NH","03431-1718","6033545400","50-99 beds","General medical and surgical","N","N","N","N","N","Y","Dartmouth-Hitchcock Health","Lebanon","NH","N",NA,NA,NA,NA,NA,NA,NA,"Dr. Don Caruso, MD","Chief Medical Officer","Ms. Cynthia Coughlin, MS, BSN, RN","Chief Nursing Officer",52,169,NA,"Y",1,NA,"Y",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"N",1,"Y",0,2579,12991,NA,NA,NA,NA,NA,NA,303,60,12,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"31",10,"Current",6221175,"310017","97 West Parkway","Pompton Plains","NJ","07444-1696","9738315000","100-199 beds","General medical and surgical","N","N","N","N","N","Y","Atlantic ACO","Morristown","NJ","Y","Y","5990865","Atlantic Health System","475 South Street","Morristown","NJ","07960-6459","Dr. Charles Ross, MD","Vice President Medical Affairs",NA,NA,107,260,NA,"N",1,"N","N",1,"N",1,"N",0,"N",0,"N",0,"N",1,"N",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"N",1,"N",0,"Y",0,"Y",0,"Y",0,5575,27592,NA,NA,NA,NA,NA,NA,379,0,12,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"32",21,"Current",6310120,"080001","4755 Ogletown-Stanton Road","Newark","DE","19718-0002","3027331000","500 or more beds","General medical and surgical","Y","N","N","N","N","N",NA,NA,NA,"Y","Y","5990131","Christiana Care Health System","501 West 14th Street","Wilmington","DE","19801-1013","Dr. Kenneth L Silverstein, MBA, MD","Chief Clinical Officer","Dr. Richard Cuming, RN, MSN, EdD","Chief Nurse Executive",794,1227,NA,"N",1,NA,"Y",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,26114,148455,NA,NA,NA,NA,NA,NA,2795,77,200,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"33",77,"Current",6930590,"050146","1500 East Duarte Road","Duarte","CA","91010-3012","6262564673","200-299 beds","Cancer","Y","N","N","N","N","N",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,"Dr. William D. Boswell, Jr, MD","Chief Medical Officer",NA,NA,195,217,NA,NA,NA,"N","N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,2183,21326,NA,NA,NA,NA,NA,NA,1055,29,85,"10/1/2016","9/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"34",75,"Current",6930590,"050146","1500 East Duarte Road","Duarte","CA","91010-3012","6262564673","200-299 beds","Cancer","Y","N","N","N","N","N",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,"Dr. William D. Boswell, Jr, MD","Chief Medical Officer",NA,NA,195,217,NA,NA,NA,"N","N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,2183,21326,NA,NA,NA,NA,NA,NA,1055,29,85,"10/1/2016","9/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"35",76,"Current",6930590,"050146","1500 East Duarte Road","Duarte","CA","91010-3012","6262564673","200-299 beds","Cancer","Y","N","N","N","N","N",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,"Dr. William D. Boswell, Jr, MD","Chief Medical Officer",NA,NA,195,217,NA,NA,NA,"N","N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,2183,21326,NA,NA,NA,NA,NA,NA,1055,29,85,"10/1/2016","9/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"36",77,"Current",6930590,"050146","1500 East Duarte Road","Duarte","CA","91010-3012","6262564673","200-299 beds","Cancer","Y","N","N","N","N","N",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,"Dr. William D. Boswell, Jr, MD","Chief Medical Officer",NA,NA,195,217,NA,NA,NA,"N","N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,2183,21326,NA,NA,NA,NA,NA,NA,1055,29,85,"10/1/2016","9/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"37",13,"Current",6720270,"190114","620 East College Street","Homer","LA","71040-3202","3189272024","50-99 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dr. Mark Haynes, MD","Chief of Staff","Ms. Kristie M. Copeland","Interim Chief Nursing Officer",19,57,NA,"Y",0,"Y","N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,589,2205,NA,NA,NA,NA,NA,NA,42,7,NA,"7/1/2016","6/30/2017","Y","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"38",10,"Current",6720270,"190114","620 East College Street","Homer","LA","71040-3202","3189272024","50-99 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dr. Mark Haynes, MD","Chief of Staff","Ms. Kristie M. Copeland","Interim Chief Nursing Officer",19,57,NA,"Y",0,"Y","N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,589,2205,NA,NA,NA,NA,NA,NA,42,7,NA,"7/1/2016","6/30/2017","Y","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"39",13,"Current",6220758,"310009","One Clara Maass Drive","Belleville","NJ","07109-3557","9734502000","300-399 beds","General medical and surgical","N","N","N","N","N","Y","RWJBarnabas Health","West Orange","NJ","Y","Y","5990994","RWJBarnabas Health","95 Old Short Hills Road","West Orange","NJ","07052-1008","Dr. Frank Mazzarella, MD","Chief Medical Officer","Ms. Bonnie Geissler, MAS, RN","Chief Nursing Officer, Vice President Patient Care Services",228,472,NA,"Y",1,"Y","N",0,"N",0,"N",0,"N",1,"N",0,"N",1,"N",0,"Y",0,"Y",0,"N",1,"Y",0,"Y",0,"Y",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,6576,40647,NA,NA,NA,NA,NA,NA,498,0,41,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"40",75,"Current",6410710,"360077","18101 Lorain Avenue","Cleveland","OH","44111-5656","2164767000","400-499 beds","General medical and surgical","N","N","N","N","N","Y","Quality Alliance","Independence","OH","Y","Y","5990212","Cleveland Clinic Health System","9500 Euclid","Cleveland","OH","44195-5108",NA,NA,NA,NA,294,540,NA,"Y",1,"Y","N",1,"N",1,"N",0,"N",0,"N",0,"N",1,"N",0,"Y",1,"N",1,"N",1,"N",1,"Y",1,"Y",1,"N",1,"N",0,"Y",1,"Y",1,"Y",1,11219,53565,NA,NA,NA,NA,NA,NA,1127,16,0,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"41",75,"Current",6390205,"100289","2950 Cleveland Clinic Boulevard","Weston","FL","33331-3602","9546595000","100-199 beds","General medical and surgical","N","N","N","N","N","Y","Cleveland Health Network","Cleveland","OH","Y","Y","5990212","Cleveland Clinic Health System","9500 Euclid","Cleveland","OH","44195-5108","Dr. Raul Rosenthal, MD","Interim Chief of Staff","Mrs. Kerry Major, RN, MSN","Chief Nursing Officer",133,155,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,5966,27533,NA,NA,NA,NA,NA,NA,621,117,3745,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"42",75,"Current",6390205,"100289","2950 Cleveland Clinic Boulevard","Weston","FL","33331-3602","9546595000","100-199 beds","General medical and surgical","N","N","N","N","N","Y","Cleveland Health Network","Cleveland","OH","Y","Y","5990212","Cleveland Clinic Health System","9500 Euclid","Cleveland","OH","44195-5108","Dr. Raul Rosenthal, MD","Interim Chief of Staff","Mrs. Kerry Major, RN, MSN","Chief Nursing Officer",133,155,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,5966,27533,NA,NA,NA,NA,NA,NA,621,117,3745,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"43",75,"Current",6390205,"100289","2950 Cleveland Clinic Boulevard","Weston","FL","33331-3602","9546595000","100-199 beds","General medical and surgical","N","N","N","N","N","Y","Cleveland Health Network","Cleveland","OH","Y","Y","5990212","Cleveland Clinic Health System","9500 Euclid","Cleveland","OH","44195-5108","Dr. Raul Rosenthal, MD","Interim Chief of Staff","Mrs. Kerry Major, RN, MSN","Chief Nursing Officer",133,155,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,5966,27533,NA,NA,NA,NA,NA,NA,621,117,3745,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"44",25,"Current",6211295,"331320","178 Grandview Drive","Cobleskill","NY","12043-5144","5182543456","25-49 beds","General medical and surgical","N","N","N","N","Y",NA,NA,NA,NA,NA,NA,"5990528","Bassett Healthcare Network","1 Atwell Road","Cooperstown","NY","13326-1301","Dr. Roy Korn, MD","Medical Director","Ms. Susan Oakes Ferrucci, MS, RNC","Vice President Patient Services and Chief Nursing Officer",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,3463,NA,NA,NA,NA,NA,NA,68,7,NA,NA,NA,"N","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"45",13,"Current",6930385,"050145","23625 Holman Highway","Monterey","CA","93940-5902","8316245311","200-299 beds","General medical and surgical","N","N","N","N","N","Y","Vizient","Irving","TX","Y","N",NA,NA,NA,NA,NA,NA,"Dr. Anthony D Chavis, MD","Vice President Enterprise Medical Officer, Community Hospital Foundation",NA,NA,166,286,"28","N",1,"N","Y",0,"Y",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,"Y",0,"Y",0,"Y",0,"Y",0,"N",0,"Y",0,"N",0,"Y",0,6075,32889,"5420","25271","655","7618","0","0",581,18,40,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"46",17,"Current",6530521,"010131","One Hospital Drive","Huntsville","AL","35801-3403","2564294000","100-199 beds","General medical and surgical","N","N","N","N","N",NA,NA,NA,NA,NA,NA,"5990080","Community Health Systems, Inc.","4000 Meridian Boulevard","Franklin","TN","37067-6325",NA,NA,"Ms. Martha Delaney Walls, RN, BSN, MSN","Chief Nursing Officer",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5379,22236,NA,NA,NA,NA,NA,NA,329,17,NA,NA,NA,"N","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"47",31,"Current",6120170,"300003","One Medical Center Drive","Lebanon","NH","03756-0001","6036505000","400-499 beds","General medical and surgical","Y","N","N","N","N","Y","Dartmouth-Hitchcock Health","Lebanon","NH","Y","Y",NA,NA,NA,NA,NA,NA,"Dr. Alexander de Nesherea, MD","Chief Medical Officer","Ms. Susan A Reeves, CENP","Chief Nursing Executive",320,396,NA,"N",1,"N","N",1,"N",1,"N",1,"N",1,"N",0,"Y",0,"N",1,"Y",0,"Y",0,"N",1,"Y",0,"Y",0,"Y",0,"Y",0,"N",1,"Y",0,"Y",0,"Y",0,9563,54619,NA,NA,NA,NA,NA,NA,1693,64,110,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"48",72,"Current",6348005,"494023","2960 Sleepy Hollow Road","Falls Church","VA","22044-2030","7035362000","100-199 beds","Psychiatric","N","N","N","N","N",NA,NA,NA,NA,NA,NA,"5990048","HCA Healthcare","One Park Plaza","Nashville","TN","37203-1548","Dr. Gary Litovitz, MD","Medical Director",NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,6296,NA,NA,NA,NA,NA,NA,51,8,NA,NA,NA,"N","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"49",72,"Current",6320380,"214002","5262 Woods Road","Cambridge","MD","21613-3796","4102212300","50-99 beds","Psychiatric","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dr. Evangeline Garcia, MD","Clinical Director","Ms. Lisa Hines","Director Nursing",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,42,6,NA,NA,NA,"N","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"50",14,"Current",6931392,"050308","2500 Grant Road","Mountain View","CA","94040-4302","6509407000","400-499 beds","General medical and surgical","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dr. Mark C. Adams, MD","Chief Medical Officer","Ms. Cheryl Reinking, RN, MS","Chief Nursing Officer",257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6394,32556,NA,NA,NA,NA,NA,NA,698,32,NA,NA,NA,"N","Reported","Reported","Estimated","Estimated","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"51",76,"Current",6211500,"331310","10 Healthy Way","Ellenville","NY","12428-5612","8456476400","25-49 beds","General medical and surgical","N","N","Y","N","N","N",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,"Dr. Walter Sperling, MD","Medical Director","Ms. Ann Marie Guntlow","Chief Nursing Officer",11,25,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,157,523,NA,NA,NA,NA,NA,NA,25,4,2,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"52",72,"Current",6410695,"360082","18901 Lake Shore Boulevard","Euclid","OH","44119-1090","2165319000","100-199 beds","General medical and surgical","N","N","N","N","N","Y","Quality Alliance","Independence","OH","Y","Y","5990212","Cleveland Clinic Health System","9500 Euclid","Cleveland","OH","44195-5108","Dr. John Bertsch, MD","Chief of Staff","Ms. Dawn A Bailey, BSN, MAOM, RN","Vice President Nursing and Chief Nursing Officer",115,215,"40","Y",1,"Y","N",1,"Y",1,"N",0,"N",0,"N",0,"N",1,"N",0,"Y",1,"Y",1,"N",1,"N",1,"Y",1,"N",1,"Y",1,"N",0,"Y",1,"N",1,"Y",1,4444,30080,"3564","19618","880","10462","1","3",249,13,0,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"53",75,"Current",6410695,"360082","18901 Lake Shore Boulevard","Euclid","OH","44119-1090","2165319000","100-199 beds","General medical and surgical","N","N","N","N","N","Y","Quality Alliance","Independence","OH","Y","Y","5990212","Cleveland Clinic Health System","9500 Euclid","Cleveland","OH","44195-5108","Dr. John Bertsch, MD","Chief of Staff","Ms. Dawn A Bailey, BSN, MAOM, RN","Vice President Nursing and Chief Nursing Officer",115,215,"40","Y",1,"Y","N",1,"Y",1,"N",0,"N",0,"N",0,"N",1,"N",0,"Y",1,"Y",1,"N",1,"N",1,"Y",1,"N",1,"Y",1,"N",0,"Y",1,"N",1,"Y",1,4444,30080,"3564","19618","880","10462","1","3",249,13,0,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"54",72,"Current",6211180,"330074","350 Parrish Street","Canandaigua","NY","14424-1731","5853966000","200-299 beds","General medical and surgical","N","N","N","N","N","Y","University of Rochester","Rochester","NY","N",NA,"5990223","University of Rochester Medical Center","601 Elmwood Ave Box 623","Rochester","NY","14642-0002","Dr. David Baum, MD","Senior Vice President Medical Services","Ms. Hazel Robertshaw, RN,PhD,CENP","Chief Nursing Officer, Vice President Patient Services",226,311,"178","Y",1,NA,"N",0,"Y",0,"N",0,"N",0,"N",1,"N",0,"N",1,"Y",0,"Y",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,"Y",0,"N",0,"Y",0,3181,20442,"2862","12892","319","7550","36","40136",394,15,NA,"1/1/2017","12/31/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Estimated","Estimated","Estimated","Estimated"
"55",38,"Current",6120380,"300014","11 Whitehall Road","Rochester","NH","03867-3297","6033325211","50-99 beds","General medical and surgical","N","N","N","N","N","N",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,"Dr. Jocelyn Caple, MD, MBA","Chief Medical Officer","Mr. John Levitow","Vice President Patient Care Services and Chief Nursing Officer",44,112,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"Y",0,"N",0,"Y",0,"Y",0,"N",0,1900,11028,NA,NA,NA,NA,NA,NA,183,15,11,"10/1/2016","9/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"56",75,"Current",6230297,"390004","503 North 21st Street","Camp Hill","PA","17011-2204","7177632100","200-299 beds","General medical and surgical","N","Y","N","N","N","Y","Geisinger Health","Danville","PA","Y","Y","5995570","Geisinger","100 North Academy Avenue","Danville","PA","17822-9800",NA,NA,"Ms. Lisa F Torchia NEA-BC , MSN, RN, CNAA","Vice President and Chief Nursing Officer",152,307,NA,"Y",0,"Y","N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"N",0,"N",1,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,5730,30825,NA,NA,NA,NA,NA,NA,475,22,60,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"57",75,"Current",6391069,"100271","12902 Magnolia Drive","Tampa","FL","33612-9497","8137454673","200-299 beds","Cancer","N","N","N","N","N","Y","National Comprehensive Cancer Network","Philadelphia","PA","Y","N",NA,NA,NA,NA,NA,NA,"Dr. Bob Keenan","Chief Medical Officer","Ms. Jane Fusilero","Vice President Chief Nursing Officer",168,206,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"Y",0,"N",0,"Y",0,4176,27300,NA,NA,NA,NA,NA,NA,983,15,38,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"58",76,"Current",6391069,"100271","12902 Magnolia Drive","Tampa","FL","33612-9497","8137454673","200-299 beds","Cancer","N","N","N","N","N","Y","National Comprehensive Cancer Network","Philadelphia","PA","Y","N",NA,NA,NA,NA,NA,NA,"Dr. Bob Keenan","Chief Medical Officer","Ms. Jane Fusilero","Vice President Chief Nursing Officer",168,206,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"Y",0,"N",0,"Y",0,4176,27300,NA,NA,NA,NA,NA,NA,983,15,38,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"59",75,"Current",6391069,"100271","12902 Magnolia Drive","Tampa","FL","33612-9497","8137454673","200-299 beds","Cancer","N","N","N","N","N","Y","National Comprehensive Cancer Network","Philadelphia","PA","Y","N",NA,NA,NA,NA,NA,NA,"Dr. Bob Keenan","Chief Medical Officer","Ms. Jane Fusilero","Vice President Chief Nursing Officer",168,206,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"Y",0,"N",0,"Y",0,4176,27300,NA,NA,NA,NA,NA,NA,983,15,38,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
"60",76,"Current",6391069,"100271","12902 Magnolia Drive","Tampa","FL","33612-9497","8137454673","200-299 beds","Cancer","N","N","N","N","N","Y","National Comprehensive Cancer Network","Philadelphia","PA","Y","N",NA,NA,NA,NA,NA,NA,"Dr. Bob Keenan","Chief Medical Officer","Ms. Jane Fusilero","Vice President Chief Nursing Officer",168,206,NA,NA,NA,NA,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"Y",0,"Y",0,"N",0,"N",0,"Y",0,"Y",0,"Y",0,"N",0,"Y",0,"N",0,"Y",0,4176,27300,NA,NA,NA,NA,NA,NA,983,15,38,"7/1/2016","6/30/2017","Y","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported","Reported"
